Date (dd-mm-yyyy hh:mm UTC),X Position (m),Y Position (m),Z Position (m),Beacon Name,5% MaxDtrRange (m),AveDtrRangeDeltaFrom3DPos (m),Total Vertical Movement (m) (from initial calculated pos),Ave Vertical Velocity (mm/s),Interpolation,90% Interval X +/- (m),90% Interval Y +/- (m),90% Interval Z +/- (m)
04/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
07/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
10/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
13/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
16/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
19/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
22/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
25/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
28/04/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
01/05/2022 12:30,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
04/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
07/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
10/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
13/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
16/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
19/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
22/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
25/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,1,4.57,6.62,8.77
28/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,1,4.57,6.62,8.77
31/05/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
03/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
06/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
09/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
12/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
15/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
18/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
21/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
24/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
27/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
30/06/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
03/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
06/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
09/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
12/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
15/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
18/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
21/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
24/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
27/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
30/07/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
02/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
05/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
08/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
11/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
14/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
17/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
20/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
23/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
26/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.59,2.61,4.64
29/08/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,1,4.57,6.62,8.77
01/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
04/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
07/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
10/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
13/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
16/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
19/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
22/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
25/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
28/09/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
01/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
04/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
07/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
10/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
13/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
16/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
19/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
22/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
25/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.57,6.62,8.77
28/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
31/10/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
03/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
06/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
09/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
12/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
15/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
18/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
21/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
24/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
27/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
30/11/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
03/12/2022 12:29,87839.7,43433.2,4479.5,bcn_EN19,7.2,0.0,0.0,0.0000,0,4.52,2.61,4.01
04/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
07/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
10/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
13/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
16/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
19/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,1,6.40,6.60,10.37
22/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
25/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
28/04/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
01/05/2022 01:30,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
04/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
07/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
10/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
13/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
16/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
19/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
22/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
25/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,1,6.40,6.60,10.37
28/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,1,6.40,6.60,10.37
31/05/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
03/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
06/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
09/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
12/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
15/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
18/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
21/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
24/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
27/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
30/06/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
03/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
06/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
09/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
12/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
15/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
18/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
21/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
24/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
27/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
30/07/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
02/08/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
05/08/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
08/08/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
11/08/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
14/08/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
17/08/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
20/08/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
23/08/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.40,6.60,10.37
26/08/2022 01:29,87838.0,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,-0.0001,0,6.42,3.21,6.24
29/08/2022 01:29,87838.0,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,1,6.42,3.21,6.24
01/09/2022 01:29,87838.0,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,1,6.42,3.21,6.24
04/09/2022 01:29,87838.0,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,1,6.42,3.21,6.24
07/09/2022 01:29,87838.0,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,1,6.42,3.21,6.24
10/09/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.27,3.13,5.02
13/09/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.27,3.13,5.02
16/09/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.27,3.13,5.02
19/09/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.27,3.13,5.02
22/09/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.27,3.13,5.02
25/09/2022 01:29,87837.9,43413.7,4479.6,bcn_EN0T,7.6,0.0,0.0,0.0000,0,6.27,3.13,5.02
28/09/2022 01:29,87837.6,43413.8,4479.1,bcn_EN0T,7.6,0.2,-0.5,-0.0018,0,6.29,3.19,5.05
01/10/2022 01:29,87837.5,43413.9,4478.7,bcn_EN0T,7.7,0.3,-0.9,-0.0017,0,6.30,3.21,5.06
04/10/2022 01:29,87837.4,43414.1,4478.2,bcn_EN0T,7.7,0.3,-1.4,-0.0018,0,6.29,3.23,5.08
07/10/2022 01:29,87837.5,43414.2,4478.0,bcn_EN0T,7.7,0.3,-1.6,-0.0008,0,6.28,3.23,5.07
10/10/2022 01:29,87837.6,43414.3,4477.9,bcn_EN0T,7.7,0.3,-1.7,-0.0005,0,6.27,3.23,5.06
13/10/2022 01:29,87838.4,43416.2,4475.4,bcn_EN0T,7.7,0.7,-4.2,-0.0097,0,6.07,3.26,5.00
16/10/2022 01:29,87838.3,43416.3,4475.3,bcn_EN0T,7.7,0.7,-4.4,-0.0004,0,6.07,3.27,5.01
19/10/2022 01:29,87838.3,43416.3,4475.1,bcn_EN0T,7.7,0.6,-4.5,-0.0004,1,6.08,3.28,5.02
22/10/2022 01:29,87838.4,43416.3,4475.1,bcn_EN0T,7.7,0.6,-4.5,-0.0001,0,6.09,3.27,5.02
25/10/2022 01:29,87838.6,43416.3,4475.2,bcn_EN0T,7.7,0.6,-4.4,0.0003,1,6.10,3.25,5.01
28/10/2022 01:29,87839.2,43416.3,4474.8,bcn_EN0T,7.7,0.5,-4.8,-0.0014,0,6.10,3.22,5.00
31/10/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,-0.0017,0,6.09,3.21,5.00
03/11/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,0.0000,0,6.09,3.21,5.00
06/11/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,0.0000,0,6.09,3.21,5.00
09/11/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,0.0000,0,6.09,3.21,5.00
12/11/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,0.0000,0,6.09,3.21,5.00
15/11/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,0.0000,0,6.09,3.21,5.00
18/11/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,0.0000,0,6.09,3.21,5.00
21/11/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,0.0000,0,6.09,3.21,5.00
24/11/2022 01:29,87839.5,43416.4,4474.4,bcn_EN0T,7.7,0.6,-5.2,0.0000,0,6.09,3.21,5.00
27/11/2022 01:29,87839.6,43417.0,4473.7,bcn_EN0T,7.7,0.9,-5.9,-0.0025,0,6.03,3.24,4.99
30/11/2022 01:29,87839.8,43417.2,4473.4,bcn_EN0T,7.7,0.9,-6.2,-0.0012,0,6.01,3.25,4.99
03/12/2022 01:29,87839.8,43417.2,4473.4,bcn_EN0T,7.7,0.9,-6.2,0.0000,0,6.01,3.25,4.99
04/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
07/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
10/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
13/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
16/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
19/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
22/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
25/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
28/04/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
01/05/2022 11:30,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
04/05/2022 11:29,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
07/05/2022 11:29,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
10/05/2022 11:29,87836.3,43394.2,4479.1,bcn_EN2A,8.2,0.0,0.0,0.0000,0,8.90,7.01,12.58
13/05/2022 11:29,87838.5,43395.5,4477.8,bcn_EN2A,8.2,0.5,-1.3,-0.0052,0,8.78,7.18,12.44
16/05/2022 11:29,87837.6,43396.5,4477.0,bcn_EN2A,8.2,0.1,-2.1,-0.0030,0,8.71,7.31,12.45
19/05/2022 11:29,87837.6,43396.5,4477.0,bcn_EN2A,8.2,0.1,-2.1,0.0000,0,8.71,7.31,12.45
22/05/2022 11:29,87837.6,43396.5,4477.0,bcn_EN2A,8.2,0.1,-2.1,0.0000,0,8.71,7.31,12.45
25/05/2022 11:29,87837.6,43396.5,4477.0,bcn_EN2A,8.2,0.1,-2.1,0.0000,1,8.71,7.31,12.45
28/05/2022 11:29,87837.6,43396.5,4477.0,bcn_EN2A,8.2,0.1,-2.1,0.0000,1,8.71,7.31,12.45
31/05/2022 11:29,87837.6,43396.5,4477.0,bcn_EN2A,8.2,0.1,-2.1,0.0000,0,8.71,7.31,12.45
03/06/2022 11:29,87837.6,43396.5,4477.0,bcn_EN2A,8.2,0.1,-2.1,0.0000,0,8.71,7.31,12.45
06/06/2022 11:30,87837.5,43397.2,4475.2,bcn_EN2A,8.2,0.3,-3.9,-0.0069,0,8.70,7.67,12.58
09/06/2022 11:30,87837.7,43397.1,4475.1,bcn_EN2A,8.2,0.4,-4.0,-0.0003,0,8.72,7.69,12.59
12/06/2022 11:30,87837.7,43397.1,4474.9,bcn_EN2A,8.2,0.5,-4.2,-0.0008,0,8.73,7.74,12.61
15/06/2022 11:30,87837.8,43397.1,4474.7,bcn_EN2A,8.2,0.6,-4.4,-0.0008,0,8.74,7.78,12.63
18/06/2022 11:30,87837.8,43397.2,4474.5,bcn_EN2A,8.2,0.6,-4.6,-0.0008,0,8.74,7.82,12.65
21/06/2022 11:30,87837.9,43397.2,4474.3,bcn_EN2A,8.3,0.7,-4.8,-0.0008,0,8.75,7.85,12.67
24/06/2022 11:30,87838.3,43397.1,4473.9,bcn_EN2A,8.3,0.6,-5.3,-0.0017,0,8.78,7.93,12.72
27/06/2022 11:30,87838.4,43397.1,4473.6,bcn_EN2A,8.3,0.6,-5.5,-0.0011,0,8.80,7.99,12.75
30/06/2022 11:30,87838.6,43397.1,4473.3,bcn_EN2A,8.3,0.6,-5.8,-0.0011,0,8.81,8.04,12.78
03/07/2022 11:30,87838.5,43397.0,4473.2,bcn_EN2A,8.3,0.5,-6.0,-0.0005,0,8.84,8.07,12.81
06/07/2022 11:30,87838.6,43397.0,4472.9,bcn_EN2A,8.3,0.5,-6.2,-0.0010,0,8.85,8.12,12.84
09/07/2022 11:30,87838.7,43396.9,4472.7,bcn_EN2A,8.3,0.5,-6.5,-0.0009,0,8.86,8.16,12.87
12/07/2022 11:30,87838.8,43396.9,4472.4,bcn_EN2A,8.3,0.6,-6.7,-0.0009,0,8.88,8.21,12.90
15/07/2022 11:30,87838.9,43396.9,4472.2,bcn_EN2A,8.3,0.6,-6.9,-0.0009,0,8.89,8.25,12.93
18/07/2022 11:30,87839.0,43396.9,4471.9,bcn_EN2A,8.3,0.6,-7.2,-0.0009,0,8.90,8.30,12.95
21/07/2022 11:30,87839.1,43396.9,4471.7,bcn_EN2A,8.3,0.6,-7.4,-0.0009,0,8.92,8.34,12.98
24/07/2022 11:30,87839.2,43396.9,4471.5,bcn_EN2A,8.4,0.6,-7.7,-0.0009,0,8.94,8.39,13.01
27/07/2022 11:30,87839.3,43396.9,4471.2,bcn_EN2A,8.4,0.6,-7.9,-0.0009,0,8.95,8.44,13.03
30/07/2022 11:30,87839.4,43396.9,4471.0,bcn_EN2A,8.4,0.6,-8.1,-0.0009,0,8.96,8.48,13.06
02/08/2022 11:30,87839.5,43396.9,4470.8,bcn_EN2A,8.4,0.7,-8.4,-0.0009,0,8.97,8.53,13.08
05/08/2022 11:30,87839.6,43396.8,4470.5,bcn_EN2A,8.4,0.7,-8.6,-0.0009,0,8.98,8.59,13.11
08/08/2022 11:30,87839.3,43396.9,4469.9,bcn_EN2A,8.4,0.7,-9.2,-0.0023,0,9.01,8.72,13.19
11/08/2022 11:30,87839.1,43396.9,4469.3,bcn_EN2A,8.4,0.7,-9.8,-0.0023,0,9.05,8.86,13.27
14/08/2022 11:30,87838.9,43396.9,4468.7,bcn_EN2A,8.5,0.8,-10.4,-0.0023,0,9.08,9.01,13.35
